movie_id,title,movie_encoded
1600,Guantanamera (1994),1599
1601,Office Killer (1997),1600
1602,"Price Above Rubies, A (1998)",1601
1603,Angela (1995),1602
1604,He Walked by Night (1948),1603
1605,Love Serenade (1996),1604
1606,Deceiver (1997),1605
1607,Hurricane Streets (1998),1606
1608,Buddy (1997),1607
1609,B*A*P*S (1997),1608
1610,"Truth or Consequences, N.M. (1997)",1609
1611,Intimate Relations (1996),1610
1612,"Leading Man, The (1996)",1611
1613,Tokyo Fist (1995),1612
1614,"Reluctant Debutante, The (1958)",1613
1615,Warriors of Virtue (1997),1614
1616,Desert Winds (1995),1615
1617,Hugo Pool (1997),1616
1618,King of New York (1990),1617
1619,All Things Fair (1996),1618
1620,"Sixth Man, The (1997)",1619
1621,Butterfly Kiss (1995),1620
1622,"Paris, France (1993)",1621
1623,"Cérémonie, La (1995)",1622
1624,Hush (1998),1623
1625,Nightwatch (1997),1624
1626,Nobody Loves Me (Keiner liebt mich) (1994),1625
1627,"Wife, The (1995)",1626
1628,Lamerica (1994),1627
1629,Nico Icon (1995),1628
1630,"Silence of the Palace, The (Saimt el Qusur) (1994)",1629
1631,"Slingshot, The (1993)",1630
1632,Land and Freedom (Tierra y libertad) (1995),1631
1633,Á köldum klaka (Cold Fever) (1994),1632
1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),1633
1635,Two Friends (1986) ,1634
1636,Brothers in Trouble (1995),1635
1637,Girls Town (1996),1636
1638,Normal Life (1996),1637
1639,Bitter Sugar (Azucar Amargo) (1996),1638
1640,"Eighth Day, The (1996)",1639
1641,Dadetown (1995),1640
1642,Some Mother's Son (1996),1641
1643,Angel Baby (1995),1642
1644,Sudden Manhattan (1996),1643
1645,"Butcher Boy, The (1998)",1644
1646,Men With Guns (1997),1645
1647,Hana-bi (1997),1646
1648,"Niagara, Niagara (1997)",1647
1649,"Big One, The (1997)",1648
1650,"Butcher Boy, The (1998)",1649
1651,"Spanish Prisoner, The (1997)",1650
1652,Temptress Moon (Feng Yue) (1996),1651
1653,Entertaining Angels: The Dorothy Day Story (1996),1652
1654,Chairman of the Board (1998),1653
1655,"Favor, The (1994)",1654
1656,Little City (1998),1655
1657,Target (1995),1656
1658,"Substance of Fire, The (1996)",1657
1659,Getting Away With Murder (1996),1658
1660,Small Faces (1995),1659
1661,"New Age, The (1994)",1660
1662,Rough Magic (1995),1661
1663,Nothing Personal (1995),1662
1664,8 Heads in a Duffel Bag (1997),1663
1665,"Brother's Kiss, A (1997)",1664
1666,Ripe (1996),1665
1667,"Next Step, The (1995)",1666
1668,Wedding Bell Blues (1996),1667
1669,MURDER and murder (1996),1668
1670,Tainted (1998),1669
1671,"Further Gesture, A (1996)",1670
1672,Kika (1993),1671
1673,Mirage (1995),1672
1674,Mamma Roma (1962),1673
1675,"Sunchaser, The (1996)",1674
1676,"War at Home, The (1996)",1675
1677,Sweet Nothing (1995),1676
1678,Mat' i syn (1997),1677
1679,B. Monkey (1998),1678
1680,Sliding Doors (1998),1679
1681,You So Crazy (1994),1680
1682,Scream of Stone (Schrei aus Stein) (1991),1681
